UNIPROT	Genes	R_Ctrl_1	R_Ctrl_2	R_Ctrl_3	R_Ima_1	R_Ima_2	R_Ima_3	S_Ctrl_1	S_Ctrl_2	S_Ctrl_3	S_Ima_1	S_Ima_2	S_Ima_3
P28288	ABCD3	1.027679245457079	1.0387169311212328	1.0398217329574304	1.0456580464825924	1.0241329456938204	1.0301502712858752	1.0487234334300386	1.0534343743285868	1.0583415186308296	1.0377291022536563	1.0301657329673612	1.017759073729383
P61221	ABCE1	1.1467337110098337	1.1444090399191804	1.14591136121946	1.143450245495792	1.1430406826916333	1.1456406484973911	1.157336165496856	1.1590527919878453	1.1569401774836294	1.1393427940789242	1.1436775810162023	1.1411229283871611
Q8NE71	ABCF1	1.055222299488281	1.0594507597942404	1.065020069357344	1.050339787846225	1.0493496261253683	1.0523979942647637	1.1489148338190496	1.1460599065675725	1.1491403086981624	1.1380858921017114	1.1387328301479094	1.129482181944787
Q9UG63	ABCF2	1.1639890355506874	1.166199236009758	1.1657937851218056	1.167812876561964	1.1678942828591434	1.1600849175621428	1.1853859549258177	1.1887626625599033	1.186628084150342	1.1455644149283086	1.1405001422561327	1.1349046695493994
Q9NUQ8	ABCF3	1.055222299488281	1.0546709709637867	1.0576268019800126	1.0541330954725374	1.0538333828868496	1.059625420560618	1.086287471667088	1.0901886102197618	1.0886959320155647	1.080229664849048	1.0829348081297352	1.0809609607504358
Q9NUJ1	ABHD10	1.1282311951718085	1.120193426678066	1.1027588607459125	1.1013297551454386	1.0860982329939999	1.077277666654494	1.0934888765509012	1.0940612254694655	1.0891495571387608	1.1172284946213795	1.1159925101532349	1.107971007218387
Q8NFV4	ABHD11	1.0146013036818093	1.0094593356336694	1.0371361310480935	1.0392313722550057	1.0281050026084138	1.0216868414047215	1.024292405580826	1.0398936211498992	1.0323505364213148	1.0740327978943291	1.0677274131815058	1.0607644198618382
Q8N2K0	ABHD12	0.8991778074924763	0.8965306473573842	0.9244115279600696	0.9450834737019038	0.907982459516736	0.9245352830019414	0.9289728233161986	0.9210875913270012	0.9228332288517462	0.9373854803172852	0.9322716136798692	0.940010829484002
Q9BUJ0	ABHD14A	1.0668025287259348	1.0447979212832754	1.1201317109619024	1.0456580464825924	1.0984723409562285	1.081839200881333	1.004382576844063	1.0043017150609912	1.025323960488921	0.8615624218288703	1.0441157570392128	1.039325389419275
Q96IU4	ABHD14B	1.0393481730511505	1.0075971413468818	1.0053752057687917	1.0168892212634848	1.013360016344764	1.001984960604675	1.106844119797337	1.1102455953233357	1.105377341670245	1.135769930071645	1.136923648921782	1.118872020611119
O95870	ABHD16A	0.9055669942748824	0.9186284229532912	0.916564039603012	0.9090374142309	0.8842854592811017	0.914846202910728	1.0417801351659863	1.033175670766146	1.0399351390110918	1.0640128870857264	1.0609646185808224	1.0516461136608266
Q5VST6	ABHD17B	0.927987013279267	0.9418736193771282	0.9130415147352902	0.9388987724077452	0.9309237234513472	0.9344377366357328	0.8421845918817391	0.8339269714021017	0.8440807163267836	0.8523548055186436	0.8408544250919517	0.8547093476909094
Q8WU67	ABHD3	1.0257855200602972	0.9929086838328076	1.0167301220033536	1.0544758950072228	1.0328118647713753	1.0561676255425452	0.9444971083554442	0.9198603401320918	0.8958445378440321	0.887352579385594	0.914842032007692	0.9410804615795068
Q8TB40	ABHD4	0.9741714472776516	0.9623029889056712	0.9646181115945108	0.960011871074113	0.962021251204159	0.9593336461786832	0.8966718182689651	0.8679363847809497	0.8241877312547965	0.9299939291502904	0.8911740446833525	0.9007810805124374
Q8WTS1	ABHD5	0.9366791978986382	0.9262033322727388	0.9164608632179178	0.9161664076152142	0.9201169925822972	0.9200488507014573	0.962424534652784	0.9886576011600512	0.9683274351725736	1.0626625477276297	1.0609646185808224	1.0406459817742055
