UNIPROT	Genes	R_Ctrl_1	R_Ctrl_2	R_Ctrl_3	R_Ima_1	R_Ima_2	R_Ima_3	S_Ctrl_1	S_Ctrl_2	S_Ctrl_3	S_Ima_1	S_Ima_2	S_Ima_3
P00374	DHFR	2650000	2830000	2900000	3220000	3310000	3160000	843730	916589	951428	1100000	1180000	1020000
Q86XF0	DHFRL1	1590000	1600000	1580000	1600000	1630000	1120000	NA	NA	NA	NA	NA	NA
Q02127	DHODH	710099	552949	759762	653685	701060	596925	346651	329499	349520	374016	343031	425520
P49366	DHPS	856462	592103	753187	540484	708315	613411	1110000	1260000	1190000	600545	506205	534091
Q96LJ7	DHRS1	516541	516572	539818	603031	496586	551686	220336	194115	200284	363008	383803	414599
Q6UWP2	DHRS11	353139	338494	315679	361826	299410	300653	1030000	1000000	1050000	1590000	1520000	1790000
Q6UX07	DHRS13	103900	186941	124380	58193.7	103917	169107	135563	152716	128184	225248	256489	238103
Q13268	DHRS2	NA	NA	NA	NA	NA	NA	1310000	1420000	1350000	2400000	2630000	2620000
O75911	DHRS3	NA	101748	49351.8	NA	48850.6	NA	461566	449591	409004	439748	513231	570495
Q9BTZ2	DHRS4	621332	571410	498179	541184	577840	597380	269937	351328	406310	373852	340474	397327
Q9Y394	DHRS7	483389	544097	570620	450280	442736	504402	481483	436297	447770	421820	479061	458192
Q6IAN0	DHRS7B	429913	393325	219432	330295	515037	400511	188904	135066	147254	196761	217497	190440
Q96HY7	DHTKD1	NA	NA	NA	NA	NA	NA	233535	207170	181397	422119	454624	365748
O43143	DHX15	5280000	5370000	5160000	4950000	5120000	5200000	5510000	5810000	5810000	4750000	4810000	4770000
O60231	DHX16	577090	491721	537530	564687	504166	528486	881383	827664	892835	755131	730815	722532
Q7Z478	DHX29	507322	479723	479110	532741	467077	553777	408794	453115	413735	371239	325964	350988
Q7L2E3	DHX30	435446	420199	427009	439488	403746	412728	2240000	2300000	2220000	1570000	1480000	1580000
Q7L7V1	DHX32	25937.4	37078.3	16665.9	NA	32765.6	43543.1	NA	56546.2	26351.1	20725.9	18053.6	41075.7
Q9H6R0	DHX33	899942	870061	789021	842504	810642	956904	547994	673658	573071	328628	281219	436432
Q14147	DHX34	NA	NA	225896	NA	NA	NA	128297	121509	129987	89953.9	98100.1	102474
Q9H5Z1	DHX35	213043	210681	240616	275924	201780	233618	140850	112000	105559	109858	124212	117754
Q9H2U1	DHX36	914660	860012	890913	924975	774503	891609	800534	724025	818156	499498	521574	508291
Q8IY37	DHX37	778484	803980	819361	878526	836002	842648	675567	652455	640146	397644	356624	370131
Q92620	DHX38	485090	457139	452493	504522	409822	445363	555622	526106	573545	519579	513864	482700
Q8IX18	DHX40	485536	535101	653250	580050	366471	335261	824005	1000000	845279	948820	1060000	718228
Q6P158	DHX57	106629	126319	NA	159658	108867	107115	303844	316925	346188	296816	332077	327206
Q14562	DHX8	333627	310901	336942	358222	286828	314001	272483	265099	305093	249244	234234	206323
Q08211	DHX9	8610000	8690000	8820000	8150000	8290000	8790000	19300000	19600000	19800000	18300000	18000000	16900000
Q9NR28	DIABLO	576910	444654	319107	529098	335970	374744	1060000	1130000	1120000	1210000	1440000	1150000
O60610	DIAPH1	2760000	2650000	2940000	2450000	2890000	2550000	3090000	3460000	3230000	2680000	2770000	2520000
O60879	DIAPH2	1520000	1660000	1220000	1330000	1510000	1510000	NA	NA	NA	NA	NA	NA
Q9NSV4	DIAPH3	258534	247604	240276	220685	317040	252308	268632	244915	245204	89789.9	194523	189033
Q9UPY3	DICER1	183194	263001	225977	234717	245156	265326	103995	122945	143450	82226.7	107021	71039.4
Q9BTC0	DIDO1	514104	654439	628288	773185	591087	686502	646927	649529	731463	663025	541841	545193
Q68CQ4	DIEXF	721318	730190	789125	821301	724472	815710	878117	860613	859200	574380	545677	484085
Q9UNQ2	DIMT1	585862	584131	593882	624188	601065	522699	984290	1010000	909426	592686	636032	593374
Q14689	DIP2A	NA	NA	NA	NA	NA	23980.4	154345	116325	171609	NA	132074	106032
Q9P265	DIP2B	373859	404035	346964	386737	394447	365972	727202	770072	843486	651107	602548	636732
O95661	DIRAS3	NA	NA	NA	NA	NA	NA	63258.6	106780	94067.4	NA	NA	NA
Q9Y2L1	DIS3	2140000	1940000	2130000	2200000	1830000	2100000	1410000	1440000	1460000	1300000	1310000	1380000
Q8TF46	DIS3L	143261	220834	266381	211115	179219	183609	229137	231627	211461	167922	185016	197912
Q8IYB7	DIS3L2	461229	540157	594464	583529	675564	597469	267870	244198	293493	249879	275588	352825
Q155Q3	DIXDC1	NA	NA	NA	NA	NA	NA	354410	NA	483340	NA	NA	NA
O60832	DKC1	3250000	3020000	3520000	3290000	3060000	3190000	3600000	3460000	3620000	3330000	3460000	3340000
P10515	DLAT	2500000	2550000	2290000	2130000	2380000	2220000	6130000	6310000	6170000	8740000	8410000	8760000
P09622	DLD	4340000	4380000	4300000	3970000	4480000	4410000	9810000	11100000	10300000	16200000	16600000	14700000
Q12959	DLG1	505894	544435	589394	617360	567128	559615	166943	267829	213724	210538	279401	271784
Q13368 ; Q92796	DLG3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	104605	22826.1
Q9Y2H0	DLGAP4	NA	103467	167523	88875	142050	162354	118575	116391	91317	110353	83674.4	92969.1
Q15398	DLGAP5	936047	934554	934867	1120000	1010000	905553	632556	635939	665844	391977	324485	367936
P80370	DLK1	NA	NA	NA	NA	NA	NA	189207	197166	145511	114271	80058.6	91479.4
P36957	DLST	4630000	4310000	4480000	4140000	5050000	3990000	2280000	2480000	2260000	3280000	3280000	3170000
Q9NPF5	DMAP1	576274	525808	562180	558330	564285	544541	582861	659554	649563	577635	637034	729977
P11532	DMD	NA	NA	NA	NA	NA	NA	88996.6	99759	83132.9	134576	132433	91294.5
Q09013	DMPK	NA	24017.3	29435.1	29711.8	62845.9	NA	NA	NA	NA	NA	NA	NA
Q08495	DMTN	NA	NA	NA	NA	NA	NA	116332	184573	150782	453721	291690	204893
Q9Y485	DMXL1	3170000	2230000	2860000	3070000	4060000	2600000	3110000	3180000	2850000	2780000	2560000	3260000
P51530	DNA2	279977	227448	206538	278593	189071	197712	173552	199873	196048	83638.4	47972.4	58779
Q9NVR5	DNAAF2	NA	NA	NA	NA	NA	NA	124308	109718	102809	56385.2	96378.1	65663.8
Q86Y56	DNAAF5	1000000	1040000	977094	897816	870877	953339	1570000	1430000	1600000	1410000	1330000	1380000
Q6ZR08	DNAH12	NA	NA	NA	NA	NA	NA	NA	NA	94600.4	124543	109164	NA
Q9C0G6	DNAH6	432122	586236	353837	416049	285407	356671	553499	446549	625887	603291	637605	393000
Q96JB1	DNAH8	160651	398819	111816	142446	175215	135872	131384	122723	190081	92549.9	154841	178973
P31689	DNAJA1	4510000	4490000	4480000	3950000	4660000	4500000	4350000	4730000	4530000	2640000	2670000	2260000
O60884	DNAJA2	4010000	3880000	4020000	4050000	4000000	3640000	2620000	2790000	2790000	2080000	1840000	2100000
Q96EY1	DNAJA3	1350000	1400000	1570000	1110000	1340000	1070000	1810000	1910000	1860000	1920000	2020000	1880000
P25685	DNAJB1	911860	900451	878588	927999	941585	846229	1680000	1900000	1730000	1690000	1630000	1710000
Q9UBS4	DNAJB11	3690000	3430000	3660000	3560000	3820000	3640000	3500000	3500000	3590000	3220000	3190000	3070000
Q9NXW2	DNAJB12	369546	415695	286237	432285	295315	334861	526455	520962	492431	314244	281288	320719
Q8TBM8	DNAJB14	NA	NA	72898.9	90867	NA	NA	158554	169878	139130	158947	98178.1	NA
P25686	DNAJB2	NA	NA	NA	NA	NA	NA	15109.4	28095.7	32472.7	45714.3	42541.7	35641.9
Q9UDY4	DNAJB4	954808	943639	1080000	924299	1140000	989923	1290000	1190000	1250000	926583	1220000	1610000
O75190	DNAJB6	886139	840434	722574	801625	840535	836073	1070000	1130000	1050000	760545	743870	835462
Q96KC8	DNAJC1	NA	NA	125272	NA	288532	NA	297249	294560	324385	284272	266433	257565
Q8IXB1	DNAJC10	429288	388970	363500	447861	376998	329886	569826	593254	598779	519153	475847	525805
Q9NVH1	DNAJC11	1770000	1980000	1660000	1810000	1750000	1920000	3310000	3620000	3500000	4260000	4150000	4180000
O75165	DNAJC13	926446	715613	906642	945126	890290	884203	236867	226691	216869	260302	243869	264217
Q9Y2G8	DNAJC16	NA	NA	NA	NA	NA	NA	96467.7	78197.2	63505.1	58097.1	86099.9	94760.9
Q9NVM6	DNAJC17	121201	284443	NA	NA	NA	478099	479082	524018	338698	440559	535005	582523
Q96DA6	DNAJC19	598696	449037	649407	483712	522910	641110	2070000	2320000	2080000	3000000	3180000	3160000
Q99543	DNAJC2	2460000	2530000	2740000	2630000	2810000	2620000	2280000	2490000	2540000	1920000	1840000	1850000
Q5F1R6	DNAJC21	815112	990106	872158	1020000	815002	824563	1100000	1100000	1170000	1020000	913196	1030000
Q9H1X3	DNAJC25	31505.7	22414.6	NA	NA	36432.8	26915.3	NA	NA	NA	NA	NA	NA
Q13217	DNAJC3	717003	773645	775552	735701	812656	762742	399695	451244	420923	286022	335130	366129
Q9H3Z4	DNAJC5	200060	164496	157402	157825	171181	193385	185613	127244	168082	166335	184051	190396
O75061	DNAJC6	322690	296799	317615	348292	285901	326587	224622	231069	255262	374528	371550	371383
Q99615	DNAJC7	1750000	1630000	1680000	1580000	1720000	1590000	2060000	2160000	2240000	1360000	1470000	1540000
O75937	DNAJC8	296970	368839	511038	410937	464262	897071	588707	693668	630242	781216	556351	425759
Q8WXX5	DNAJC9	1680000	1330000	1550000	1260000	996402	1370000	1990000	2070000	2040000	2230000	2010000	2040000
P49184	DNASE1L1	NA	NA	NA	NA	NA	NA	27974.4	NA	NA	66358.4	89726.5	89090
O00115	DNASE2	NA	NA	NA	NA	NA	NA	847445	828803	727232	1740000	1780000	1380000
Q05193	DNM1	NA	NA	195477	NA	NA	NA	322807	378351	390239	657808	491178	377181
O00429	DNM1L	1750000	1560000	1570000	1470000	1660000	1570000	1530000	1580000	1590000	1790000	1900000	1650000
P50570	DNM2	1510000	1480000	1510000	1590000	1600000	1480000	2500000	2560000	2460000	3130000	3180000	2970000
Q9UQ16	DNM3	424378	417499	432841	480946	454553	386164	801255	978236	884488	870624	928507	1120000
Q6XZF7	DNMBP	33461.4	39139.1	25787.2	42803.9	37704	44232.6	44534.9	36416.5	25998	69502.3	48296.8	NA
P26358	DNMT1	4060000	4370000	4220000	3960000	3860000	3880000	2160000	2160000	2390000	1240000	1250000	1280000
Q9Y6K1	DNMT3A	612202	702341	642423	683601	614218	607416	NA	147557	NA	89863.3	148607	NA
Q9UBC3	DNMT3B	239563	236889	209962	189233	215963	192873	92857.1	94772.3	74108	65716.5	75160.1	43448.7
Q9ULA0	DNPEP	1360000	1290000	1500000	1280000	1450000	1430000	1240000	1370000	1200000	1340000	1410000	1290000
O43598	DNPH1	996983	842076	818203	944642	879481	631517	1650000	1940000	1580000	2400000	2300000	2150000
Q9H147	DNTTIP1	459769	595572	350103	517402	281179	513763	348373	509366	505931	418080	229543	361483
Q5QJE6	DNTTIP2	834115	852874	748561	764635	757444	745007	710284	853859	804752	627117	567073	485730
Q96BY6	DOCK10	1200000	1180000	1250000	1190000	1090000	1210000	300136	761482	1800000	NA	1020000	504096
Q5JSL3	DOCK11	433236	376743	410264	429058	373790	376484	893914	984102	938633	860067	882959	955505
Q92608	DOCK2	1740000	1790000	1860000	1770000	1710000	1760000	573176	540838	530626	449828	432315	420525
Q9H7D0	DOCK5	291953	323694	323881	321209	314092	289474	NA	NA	NA	331014	724701	NA
Q96N67	DOCK7	NA	NA	NA	NA	NA	NA	222869	136293	240636	275442	205142	173495
Q8NF50	DOCK8	1900000	1920000	1960000	2050000	1880000	2020000	803788	762133	834776	716154	693785	732946
Q9BZ29	DOCK9	153561	143934	159062	177515	148272	175837	22040.9	44101.8	51031.9	36164.4	38138.4	52564.3
Q9BU89	DOHH	289852	479695	332567	253588	268483	467236	628483	717823	668002	410517	497216	329086
Q93070 ; Q99704	DOK1	277742	556917	740918	657508	420672	577440	399364	255040	174207	375777	265821	306318
Q7L591	DOK3	562675	522621	602450	563390	587323	593145	191015	189992	144635	254730	318405	284175
Q86YN1	DOLPP1	NA	NA	136013	166741	126864	NA	905004	616873	719344	486172	770849	483431
Q9NYP3	DONSON	NA	NA	NA	NA	NA	NA	165557	147455	146968	34587.5	63773	71349.1
Q5JWR5	DOPEY1	NA	36270.1	14559.9	34663.4	25079.3	14071.6	NA	NA	NA	4896.61	NA	NA
Q9H3H5	DPAGT1	NA	18002.2	NA	NA	NA	NA	113571	131432	171240	102049	111078	163224
Q9BVM2	DPCD	277940	404536	356886	361287	324831	316974	149545	135303	126875	129679	141820	184990
Q92785	DPF2	978919	1180000	1220000	1210000	1340000	1040000	1220000	1360000	1310000	1310000	952631	894838
Q9BZG8	DPH1	544589	626604	597133	621444	542008	692785	551123	542750	568048	385253	343536	438673
Q9BQC3	DPH2	602819	596387	400952	NA	NA	NA	645780	646140	530221	323200	404376	339270
Q9H2P9	DPH5	646209	668366	794745	864120	608541	765831	581548	623146	650048	435203	468679	405480
Q7L8W6	DPH6	237621	207596	263210	278694	166896	282399	357646	163818	229395	333979	320487	NA
O60762	DPM1	1310000	1170000	1180000	1300000	1200000	1220000	1820000	1810000	1780000	1760000	1830000	1870000
Q9P2X0	DPM3	199428	127618	162950	274654	183979	269019	271639	239930	344939	266876	441167	326665
Q9NY33	DPP3	2150000	1980000	1990000	2280000	2010000	2090000	2070000	2140000	2160000	1940000	1980000	2150000
Q9UHL4	DPP7	NA	NA	NA	NA	NA	NA	3340000	3470000	3070000	5030000	4830000	4580000
Q6V1X1	DPP8	NA	253552	149191	332997	153395	241181	171887	141386	203639	59816.5	NA	NA
Q86TI2	DPP9	611292	552325	534921	553246	468375	550432	495985	459360	478487	323685	352739	358921
Q2PZI1	DPY19L1	NA	NA	230176	NA	NA	NA	264535	181688	199513	263776	247268	222060
Q6ZPD9	DPY19L3	NA	NA	NA	NA	NA	NA	180971	147203	185212	247241	175251	216406
Q9C005	DPY30	359732	372542	278843	603095	603657	2080000	125126	NA	NA	NA	345295	446905
Q16555	DPYSL2	2710000	2730000	2750000	2610000	3040000	2710000	280910	351577	273938	279162	310514	227355
Q01658	DR1	1480000	1560000	1550000	1640000	1700000	2620000	1600000	1510000	1180000	1730000	1140000	1340000
Q14919	DRAP1	4800000	4250000	4470000	4800000	6150000	5510000	5300000	5160000	5490000	5260000	5290000	5120000
Q92597 ; Q9Y295	DRG1	1990000	2050000	1920000	1840000	2020000	1860000	2090000	2090000	2180000	1760000	1880000	1690000
P55039	DRG2	1700000	1720000	1750000	1530000	1530000	1650000	953185	865008	950360	805635	851358	782208
Q9NRR4	DROSHA	204384	235946	293456	232428	194204	277746	215554	198225	255755	243177	223654	256263
O60469	DSCAM	NA	NA	NA	NA	NA	NA	103571	NA	76873.3	136438	96825.4	106936
Q9BVC3	DSCC1	597995	746286	626130	657014	716269	1080000	679392	699934	748656	715540	626712	625866
O14972	DSCR3	145898	219393	305077	298384	227008	160233	123045	154449	135203	161271	165326	163896
Q14126	DSG2	NA	NA	NA	NA	NA	NA	334990	461063	389235	196987	237062	137254
Q9H410	DSN1	NA	NA	170256	NA	NA	NA	267936	299744	273401	343672	366897	328545
Q03001	DST	NA	585944	132094	NA	451310	NA	511736	302815	445173	501153	466163	439660
P60981	DSTN	4100000	3420000	3790000	2850000	4250000	3880000	2260000	2450000	2360000	2240000	2340000	2690000
Q6XUX3	DSTYK	NA	NA	NA	NA	NA	205733	NA	NA	187611	108071	115756	169946
Q8TEA8	DTD1	1570000	1740000	1820000	1740000	1650000	1820000	1360000	1560000	1280000	1240000	1320000	1230000
Q96FN9	DTD2	NA	NA	NA	NA	NA	NA	NA	42328	110876	86617.4	74999.6	NA
Q9NZJ0	DTL	63197.7	119187	108765	131658	117746	76068.6	96764.7	116904	121748	76931.1	59412.8	53271.6
Q96EV8	DTNBP1	226728	172593	154691	95682.1	219772	159010	493195	461539	522829	526051	492208	474284
Q8N5C7	DTWD1	NA	NA	NA	NA	NA	NA	451983	376999	329012	235085	328132	466985
Q8NBA8	DTWD2	NA	NA	NA	NA	NA	NA	306268	322113	244271	243360	246790	232501
Q86UW9	DTX2	NA	NA	NA	NA	NA	NA	137879	142419	151910	189805	242927	155888
Q8TDB6	DTX3L	NA	NA	NA	NA	NA	NA	40812.1	42160.8	37084.8	25504.5	18839.7	51321.9
P23919	DTYMK	2160000	2000000	2180000	2220000	2510000	1990000	1950000	1930000	1870000	1940000	2040000	2160000
Q6P1R4	DUS1L	146278	326096	256769	182928	255720	255064	157578	240958	131099	248116	294993	181014
Q9NX74	DUS2	30992.6	36594.8	48917.3	NA	30521.5	18349.1	64198.1	59374	68815.7	69613.2	82025.7	88566.6
Q96G46	DUS3L	384252	399447	449980	385778	417464	399405	729457	776110	779386	697340	746223	656179
O75319	DUSP11	NA	NA	NA	NA	NA	NA	36188.2	115189	143263	161694	141845	NA
Q9UNI6	DUSP12	178120	249607	255918	110803	433243	NA	238343	253364	222565	196540	191360	188542
Q9H1R2	DUSP15	13100000	11600000	12600000	4670000	11100000	11800000	9780000	10100000	8010000	6420000	6290000	9750000
Q9NRW4	DUSP22	NA	NA	NA	NA	NA	NA	NA	NA	NA	64013.7	32566.4	43428.4
Q9BVJ7	DUSP23	NA	NA	NA	NA	NA	NA	470002	518714	414688	312466	349551	371667
P51452	DUSP3	398889	451294	424099	458945	385271	466824	224086	259449	208969	271624	263839	281744
Q13115	DUSP4	558770	678501	504891	464546	466214	431477	NA	NA	NA	NA	NA	NA
Q99956	DUSP9	NA	NA	NA	NA	NA	NA	64552.4	75130.6	59794	70014.7	97291.7	74695.6
P33316	DUT	5950000	5300000	5780000	4460000	5300000	5570000	4460000	4910000	4800000	3510000	3800000	3840000
O14641	DVL2	643573	839854	496777	760945	625386	536067	309907	571135	418081	348766	337415	NA
Q92997	DVL3	26296.7	108312	79105.5	52858.5	95294.2	57872	149759	166725	152232	102998	121897	71537.4
O77932	DXO	NA	NA	NA	NA	55740.4	NA	25013.3	NA	19432.7	62662.7	101935	53652.2
Q7RTS9	DYM	142130	131711	162409	158620	154173	138877	146885	114763	136673	112205	71065.5	93290.8
Q14204	DYNC1H1	4650000	4900000	4880000	4870000	4450000	4750000	6000000	5960000	5910000	6830000	6870000	6650000
Q13409	DYNC1I2	835340	915758	810691	937339	873319	890534	1090000	1160000	1180000	1150000	1220000	1230000
Q9Y6G9	DYNC1LI1	2280000	2220000	2050000	2080000	2390000	2150000	3090000	3250000	3120000	2720000	2760000	2940000
O43237	DYNC1LI2	241348	293128	226991	349708	367568	332643	407843	551968	512741	375955	307320	405599
Q8TCX1	DYNC2LI1	NA	NA	NA	NA	NA	NA	28036.6	31742.3	NA	NA	NA	NA
P63167	DYNLL1	1170000	1380000	1230000	900968	1040000	1480000	1900000	2180000	1720000	2660000	2680000	2240000
Q96FJ2	DYNLL2	2420000	2900000	2690000	2510000	2450000	2980000	1900000	1840000	1720000	2640000	2810000	2100000
Q9NP97	DYNLRB1	622741	247509	375627	359091	633427	742427	909210	877898	600834	809514	755341	723358
P63172	DYNLT1	441038	392241	384795	480351	422483	445563	413884	398887	382465	326500	368939	350136
P51808	DYNLT3	NA	NA	NA	NA	NA	NA	102932	99563.3	103563	98930.8	112779	64008.5
Q13627	DYRK1A	181689	143085	167631	185487	196530	268677	308990	211956	283878	202735	189707	248973
O75923	DYSF	NA	NA	NA	NA	NA	NA	23998	64585.1	48400.2	69139.7	92687.1	55423.5
O00716	E2F3	NA	NA	NA	NA	NA	NA	23617.4	44546.5	17530.1	NA	NA	23084.8
Q16254	E2F4	358882	346255	327257	338233	340330	323837	167638	163384	166121	194712	194520	167008
O75461	E2F6	NA	35092.2	NA	39860.6	NA	25977.5	NA	77653.4	NA	NA	NA	NA
Q66K89	E4F1	NA	NA	38681.6	35045.8	NA	NA	100173	135937	147954	100204	104106	70684
Q96JC9	EAF1	219668	232784	304398	260487	284840	234965	87391.9	157355	79513.7	33778.4	51483.7	92799
Q56P03	EAPP	NA	NA	69569.9	160468	130960	114105	184634	82879.3	148568	176209	205645	167216
Q5JPH6	EARS2	471431	NA	NA	NA	NA	120706	412990	347366	427990	277018	324651	323364
Q99848	EBNA1BP2	1490000	1690000	1530000	1530000	1710000	1680000	3310000	3610000	3260000	2500000	2140000	2180000
Q15125	EBP	NA	NA	NA	NA	NA	NA	2600000	2460000	2280000	1730000	1490000	2210000
O95905	ECD	259782	323147	300356	310867	342888	233786	426778	530404	417125	218489	220589	146939
P42892	ECE1	NA	NA	NA	NA	NA	NA	142647	153731	118982	74058.7	66087.9	109027
P0DPD6	ECE2	NA	NA	NA	NA	NA	NA	216480	202329	112387	137117	104546	17782.1
Q13011	ECH1	NA	NA	NA	NA	NA	NA	2940000	3040000	2910000	5100000	5380000	4990000
Q9NTX5	ECHDC1	680516	669325	683292	748869	713868	735667	532019	537860	543681	492088	470381	540548
Q86YB7	ECHDC2	161046	175735	173328	186439	175956	144626	NA	NA	NA	68610.4	88723.1	104466
Q96DC8	ECHDC3	NA	NA	NA	NA	NA	NA	NA	NA	74245	128261	121852	149264
P30084	ECHS1	1810000	1860000	1920000	1660000	1930000	1650000	4170000	4590000	4260000	6090000	5950000	5560000
P42126	ECI1	NA	NA	NA	NA	NA	NA	2590000	2390000	2370000	3610000	3810000	3380000
O75521	ECI2	167398	264713	281925	208066	248140	287823	1020000	1030000	1010000	1320000	1400000	1190000
Q16610	ECM1	NA	NA	NA	NA	NA	NA	52128.8	69555.5	46331.7	29161.3	NA	NA
Q9BQ95	ECSIT	548458	489882	337215	NA	472978	253093	385673	410371	423539	355083	294266	406690
Q9H8V3	ECT2	184126	189399	169160	165137	157394	163971	96681.1	91981.8	68947.5	12134.8	34271.3	16044.1
Q96F86	EDC3	1620000	1850000	2170000	1710000	2220000	1990000	1580000	1840000	1650000	1700000	1550000	1320000
Q6P2E9	EDC4	1450000	1420000	1590000	1450000	1390000	1400000	1950000	1990000	1930000	1860000	1990000	1790000
Q9BZQ6	EDEM3	269472	220591	94578.2	256175	126033	179247	397695	407329	414251	219088	279347	327259
O60869	EDF1	297136	346022	447209	356864	415173	588375	385774	571759	448242	374902	361129	443180
Q3B7T1	EDRF1	110403	149324	138676	89923.9	113490	146361	102151	107547	107423	69826.6	95216.1	103350
Q15075	EEA1	405398	343344	341723	253651	395667	341398	498237	517245	530729	562284	511524	486525
O75530	EED	948154	864372	875692	878183	873025	841938	791967	861301	842273	740101	762432	650366
Q05639	EEF1A2	NA	956012	1260000	350478	530749	1030000	1630000	1670000	1590000	1410000	1410000	1450000
P24534	EEF1B2	31400000	34000000	31700000	25800000	34600000	36200000	16500000	16500000	16100000	13000000	12500000	11800000
P29692	EEF1D	59400000	54900000	53200000	50500000	62800000	57900000	43500000	45800000	41800000	34000000	38100000	32000000
O43324	EEF1E1	451753	475714	850982	685316	956439	789433	1080000	1110000	938817	934502	974537	900648
P26641	EEF1G	31700000	30800000	29400000	29100000	29600000	29800000	19500000	21100000	20600000	14600000	14400000	13300000
P13639	EEF2	23800000	24800000	23400000	21100000	21800000	22000000	36300000	38800000	38000000	25700000	24900000	22400000
O00418	EEF2K	397245	334109	291159	505445	359716	306344	265243	248497	246383	335141	356859	355131
P57772	EEFSEC	869846	798844	803287	803928	785478	863336	252754	263396	255714	255634	275667	306615
Q5VUJ9	EFCAB2	NA	NA	NA	NA	NA	NA	58717.5	55751.5	67128.2	NA	NA	77366.2
A4FU69	EFCAB5	NA	NA	NA	NA	NA	NA	84856.9	130147	53772.5	162668	44129.2	252728
Q96C19	EFHD2	1960000	1760000	1830000	1760000	1970000	2260000	1180000	1120000	1000000	929944	894854	1040000
Q14156	EFR3A	513773	533263	577295	609481	429352	557279	204408	216938	221609	215861	280232	334269
Q7Z2Z2	EFTUD1	720509	650808	710268	720443	706005	630036	475538	510086	526254	608635	530981	629529
Q15029	EFTUD2	4040000	4080000	4020000	3850000	3760000	3880000	5460000	5670000	5590000	4980000	4960000	4980000
Q9UHF1	EGFL7	NA	NA	NA	NA	NA	NA	53611.6	36230	28448.8	NA	27359.9	NA
Q9GZT9	EGLN1	218063	190747	232499	164151	218500	272683	309362	338027	313856	243312	337970	291184
Q8N3D4	EHBP1L1	430254	216197	NA	NA	410362	381198	147644	124310	153851	184868	194249	212318
Q9H4M9	EHD1	7720000	7440000	6970000	7020000	7620000	6840000	8430000	9190000	9000000	9980000	11200000	10700000
Q9NZN3 ; Q9NZN4	EHD2	895776	997014	962004	895028	987666	904660	389018	453307	399348	307348	275737	225660
Q9H223	EHD4	2480000	2240000	2380000	2390000	2350000	2130000	392840	404875	399153	309199	241435	203327
Q08426	EHHADH	NA	NA	NA	NA	NA	NA	501395	440390	400591	676783	639070	700357
Q9H9B1	EHMT1	331172	438935	425591	353668	334358	430817	457050	507112	465313	391842	516808	335199
Q96KQ7	EHMT2	473908	440196	438982	483806	442956	437765	526262	536152	575624	448750	450915	459367
O14681	EI24	NA	213917	280160	236443	143975	155759	645775	510503	538164	591528	554511	648121
P41567	EIF1	182485	NA	297662	NA	NA	262670	335767	114831	362070	62160.2	92301.1	118941
Q8N9N8	EIF1AD	1190000	1690000	1540000	1590000	1700000	1560000	688627	848038	685133	442892	344940	184581
P47813	EIF1AX	1980000	1780000	1880000	1850000	1960000	2330000	2350000	2290000	2090000	1430000	1350000	1610000
O60739	EIF1B	106196	58164.3	27027	NA	56796.5	118023	154356	217191	270891	170979	104380	55202.5
P05198 ; Q9BY44	EIF2A	2000000	2030000	1830000	1700000	2040000	1680000	2250000	2210000	2200000	1850000	1790000	1740000
Q9BQI3	EIF2AK1	NA	NA	NA	NA	NA	NA	39558.7	35148.7	NA	95595.6	95584.4	87828.7
P19525	EIF2AK2	829100	NA	NA	NA	NA	NA	1020000	1020000	993292	986952	1090000	1060000
Q9P2K8	EIF2AK4	NA	NA	NA	NA	NA	NA	87019.6	112587	113622	108506	121589	148601
Q14232	EIF2B1	1070000	1070000	1080000	998022	946817	909913	2010000	2070000	2280000	1600000	1690000	1680000
P49770	EIF2B2	1160000	1010000	1340000	878332	1180000	983395	842796	873318	955092	1090000	1110000	861243
Q9NR50	EIF2B3	1630000	1580000	1520000	1720000	1550000	1560000	2210000	2280000	2340000	1850000	1850000	1840000
Q9UI10	EIF2B4	937656	916649	962247	829315	964399	880942	847792	953148	929301	926444	885640	871270
Q13144	EIF2B5	1640000	1550000	1750000	1210000	1620000	1410000	1600000	1690000	1840000	1640000	1760000	1520000
P41214	EIF2D	384469	958983	1080000	813142	1030000	902979	995063	994561	1180000	904094	919120	1180000
P05198	EIF2S1	7750000	7600000	7750000	7530000	7790000	7010000	6100000	6450000	6410000	4950000	5240000	5190000
P20042	EIF2S2	3500000	3440000	3390000	2980000	3240000	3370000	2820000	3220000	3280000	2540000	2520000	2530000
P41091	EIF2S3	3400000	3080000	3340000	2660000	3350000	3370000	3740000	4530000	4030000	3080000	3280000	2890000
P56537 ; Q14152	EIF3A	11500000	11700000	11200000	11700000	11200000	11400000	7280000	7570000	7570000	4980000	4650000	4570000
P55884	EIF3B	21400000	22500000	21200000	22000000	21400000	21100000	19500000	20300000	20000000	12100000	12400000	11900000
Q99613	EIF3C	1070000	1350000	1400000	636130	664154	1260000	NA	306037	740425	391216	436074	400415
O15371	EIF3D	13600000	13400000	13200000	13300000	12400000	12900000	8300000	8830000	8550000	5510000	5680000	5780000
P60228	EIF3E	4210000	4070000	4090000	4020000	3700000	4070000	2810000	2960000	2910000	1930000	1810000	1770000
O00303	EIF3F	8660000	8980000	9190000	8770000	9020000	8380000	6160000	6580000	6190000	4460000	4090000	3960000
